,levels,time,decibels
241,0.152952949331,2017-04-09 19:49:34,-16.3088428854
242,0.207893988878,2017-04-09 19:49:35,-13.6431613567
243,0.0066513333713,2017-04-09 19:49:36,-43.5418256872
244,0.0193802040484,2017-04-09 19:49:37,-34.2528330941
245,0.0110121947606,2017-04-09 19:49:38,-39.1625223264
246,0.00930643179913,2017-04-09 19:49:39,-40.6243360194
247,0.0285554268502,2017-04-09 19:49:40,-30.8862268712
248,0.0566904114377,2017-04-09 19:49:41,-24.929807821
249,0.041715137338,2017-04-09 19:49:42,-27.5941264452
250,0.0128005403226,2017-04-09 19:49:43,-37.8554339599
251,0.00851368900121,2017-04-09 19:49:44,-41.3976443665
252,0.0101138730053,2017-04-09 19:49:45,-39.9016500776
253,0.011965777801,2017-04-09 19:49:46,-38.4411813214
254,0.0148293032002,2017-04-09 19:49:47,-36.5775851027
255,0.0139091031304,2017-04-09 19:49:48,-37.1340174549
256,0.012121260967,2017-04-09 19:49:49,-38.3290439689
257,0.0105743798968,2017-04-09 19:49:50,-39.5149018224
258,0.0160698984249,2017-04-09 19:49:51,-35.8797373666
259,0.0492333037,2017-04-09 19:49:52,-26.1548204161
260,0.0167534257761,2017-04-09 19:49:53,-35.5179274818
261,0.0246605541829,2017-04-09 19:49:54,-32.1599433595
262,0.0334761627683,2017-04-09 19:49:55,-29.5052865835
263,0.0259708193425,2017-04-09 19:49:56,-31.7102869756
264,0.0145438109553,2017-04-09 19:49:57,-36.7464355835
265,0.0116822953959,2017-04-09 19:49:58,-38.6494363297
266,0.0556177981621,2017-04-09 19:49:59,-25.0957241659
267,0.0822221103423,2017-04-09 19:50:00,-21.7002276131
268,0.0561430087117,2017-04-09 19:50:01,-25.0140863435
269,0.00594771328212,2017-04-09 19:50:02,-44.5129995084
270,0.0219405989793,2017-04-09 19:50:03,-33.1750304068
271,0.0287978176053,2017-04-09 19:50:04,-30.8128084656
272,0.00618698905163,2017-04-09 19:50:05,-44.17041305
273,0.00824397167791,2017-04-09 19:50:06,-41.6772701781
274,0.0152505064925,2017-04-09 19:50:07,-36.33431465
275,0.0213888024243,2017-04-09 19:50:08,-33.3962706247
276,0.0260775784527,2017-04-09 19:50:09,-31.6746547875
277,0.021693039013,2017-04-09 19:50:10,-33.2735920541
278,0.027599243675,2017-04-09 19:50:11,-31.1820563821
279,0.0200245455405,2017-04-09 19:50:12,-33.96874663
280,0.0161959021165,2017-04-09 19:50:13,-35.811897133
281,0.0119873851625,2017-04-09 19:50:14,-38.4255108056
282,0.0263621829149,2017-04-09 19:50:15,-31.5803726186
283,0.021090323622,2017-04-09 19:50:16,-33.5183351229
284,0.00970524856763,2017-04-09 19:50:17,-40.2598667425
285,0.00745634023764,2017-04-09 19:50:18,-42.5494856613
286,0.0245646374696,2017-04-09 19:50:19,-32.1937928179
287,0.0747901279735,2017-04-09 19:50:20,-22.5231144731
288,0.0621661467238,2017-04-09 19:50:21,-24.1289210179
289,0.0457616420599,2017-04-09 19:50:22,-26.7899680039
290,0.051433275061,2017-04-09 19:50:23,-25.775116414
291,0.0568411719409,2017-04-09 19:50:24,-24.906739529
292,0.052244126979,2017-04-09 19:50:25,-25.6392504733
293,0.0625150803032,2017-04-09 19:50:26,-24.0803041323
294,0.0518286836187,2017-04-09 19:50:27,-25.7085964307
295,0.114483841096,2017-04-09 19:50:28,-18.8251161561
296,0.0873561080379,2017-04-09 19:50:29,-21.1741344652
297,0.0632950488397,2017-04-09 19:50:30,-23.9726052138
298,0.0630934915634,2017-04-09 19:50:31,-24.0003087656
299,0.0524047041136,2017-04-09 19:50:32,-25.6125945356
300,0.0662656751914,2017-04-09 19:50:33,-23.5742274516
301,0.068300514044,2017-04-09 19:50:34,-23.3115205543
302,0.0644454837181,2017-04-09 19:50:35,-23.8161502443
303,0.0719182651903,2017-04-09 19:50:36,-22.8632159437
304,0.0628951869581,2017-04-09 19:50:37,-24.0276517517
305,0.0681017096472,2017-04-09 19:50:38,-23.3368397056
306,0.0475344350394,2017-04-09 19:50:39,-26.4598332688
307,0.0704426591454,2017-04-09 19:50:40,-23.0432851636
308,0.0651179854488,2017-04-09 19:50:41,-23.7259808731
309,0.06290843613,2017-04-09 19:50:42,-24.0258222202
310,0.0754340344406,2017-04-09 19:50:43,-22.4486532856
311,0.0626215795659,2017-04-09 19:50:44,-24.0655196389
312,0.0781239148101,2017-04-09 19:50:45,-22.1443200445
313,0.0639271987641,2017-04-09 19:50:46,-23.8862865113
314,0.0655305290164,2017-04-09 19:50:47,-23.6711265209
315,0.0610959402086,2017-04-09 19:50:48,-24.2797529485
316,0.0714381058087,2017-04-09 19:50:49,-22.9214013869
317,0.0637798472097,2017-04-09 19:50:50,-23.9063305097
318,0.0852434219323,2017-04-09 19:50:51,-21.3867824939
319,0.0704803645518,2017-04-09 19:50:52,-23.038637165
320,0.0777127114663,2017-04-09 19:50:53,-22.190158757
321,0.0611585734175,2017-04-09 19:50:54,-24.2708530696
322,0.0727795203081,2017-04-09 19:50:55,-22.7598162238
323,0.0790185303548,2017-04-09 19:50:56,-22.0454210382
324,0.0761654673011,2017-04-09 19:50:57,-22.3648377805
325,0.0613539336366,2017-04-09 19:50:58,-24.2431517551
326,0.0755545008128,2017-04-09 19:50:59,-22.4347931891
327,0.0879061245814,2017-04-09 19:51:00,-21.1196173155
328,0.0747724179683,2017-04-09 19:51:01,-22.5251715008
